num_records,1000_records
1,0.00518742479980574
2,0.003889550100575434
3,0.003757608299929416
4,0.0042500998999457805
5,0.006813137399876723
6,0.003974087700771634
7,0.003908262299955822
8,0.0038405498995416564
9,0.0040943206993688365
10,0.004372091700497549
11,0.004403766700124834
12,0.004292120799436816
13,0.004187933400680776
14,0.0038990416000160622
15,0.0037928042002022266
16,0.003905358199699549
17,0.0038842541998747038
18,0.003973983300966211
19,0.004059558200242464
20,0.0038041250005335313
21,0.0037245457995595645
22,0.0038747793008951704
23,0.00383410419926804
24,0.00436350419986411
25,0.00432447070015769
26,0.005096004100414575
27,0.00399742920017161
28,0.004182779200345976
29,0.0039850334003858736
30,0.004071620601098403
31,0.006865558200297528
32,0.004467187499903958
33,0.004268841699740733
34,0.004194295899651479
35,0.003902483200363349
36,0.003978500100856763
37,0.003765116500289878
38,0.004218137499992736
39,0.004375208399142139
40,0.003924108400315163
41,0.003922804101239308
42,0.003877070999442367
43,0.0037896750003710623
44,0.0037910166000074243
45,0.0038881790002051274
46,0.004183708100754302
47,0.006494853999902262
48,0.0041446749997703595
49,0.003951512300045579
50,0.00428819580047275
51,0.004042046000176924
52,0.004580933299803291
53,0.004267053899093298
54,0.004052641800080891
55,0.004080358400096884
56,0.00473985439966782
57,0.004203408199828118
58,0.003861391700047534
59,0.0039054250002664046
60,0.004032191499936744
61,0.00438514169982227
62,0.004116791599881253
63,0.004184783199525555
64,0.0039872414992714765
65,0.0038092250004410745
66,0.004057475199442706
67,0.0043014416994992645
68,0.004199691500616609
69,0.004383195799891837
70,0.004419137600416434
71,0.0038388916000258178
72,0.003822408300402458
73,0.0037844373000552878
74,0.0037903788997937227
75,0.0038782207997428487
76,0.004241008400276769
77,0.003883858300105203
78,0.003788516799977515
79,0.0038998959003947674
80,0.004380170999502298
81,0.004108400001132395
82,0.004425754200201482
83,0.004166112499297015
84,0.004150049599411431
85,0.004161258400199585
86,0.003912433499135659
87,0.004059249900092254
88,0.003935258500132477
89,0.004393254200113006
90,0.004408637599772192
91,0.004086270699554006
92,0.00387410399998771
93,0.0055780500002583725
94,0.0064320374000089945
95,0.004296579199217376
96,0.00451706660023774
97,0.0040125083996827016
98,0.004180895900572068
99,0.004062133200568497
100,0.004157575100180111
101,0.003944791699541384
102,0.003917812399959075
103,0.004016441799103631
104,0.0040860875004000265
105,0.005775170599008561
106,0.0041099416008364646
107,0.003898775100969942
108,0.004025424900828511
109,0.00417538740002783
110,0.004733666600805009
111,0.004256658498343313
112,0.003924104399266071
113,0.0038580624997848643
114,0.004060008200394804
115,0.003920287299843039
116,0.003806949900172185
117,0.0038375834006728836
118,0.004294629400101257
119,0.0040990251003677255
120,0.0037966125997627386
121,0.005596279299425078
122,0.003991900001346948
123,0.004035345800730283
124,0.00432032100034121
125,0.0045953164993989045
126,0.004249758200239739
127,0.0040693083996302445
128,0.003944237500036252
129,0.004208062600446283
130,0.0039307126004132446
131,0.004093820899652201
132,0.004458466599680832
133,0.004164120799396187
134,0.003753891700762324
135,0.003846016699753818
136,0.004083895899748313
137,0.003859683200062136
138,0.004130833399904077
139,0.004155387499849894
140,0.00401861660029681
141,0.003744003900283133
142,0.003919437500735512
143,0.00537240019912133
144,0.004070841701104655
145,0.0038792207997175865
146,0.0041488166003546215
147,0.004154066800037981
148,0.0038725834001525072
149,0.0038698206994013163
150,0.003827766799440724
151,0.003847083200525958
152,0.004122541500328225
153,0.00418154999933904
154,0.004402108299836982
155,0.0038944916999753333
156,0.003971191699383781
157,0.0038423251007770887
158,0.0039709294003841935
159,0.0038547038991964657
160,0.004045154399864259
161,0.004438008200668264
162,0.003996908100089058
163,0.0036768999001651538
164,0.0037393042002804577
165,0.0038738374005333753
166,0.004064091599866515
167,0.004165166699749534
168,0.004182803999719908
169,0.003978454400203191
170,0.003840021000360139
171,0.004011845600689412
172,0.0038925790999201127
173,0.004388275000019348
174,0.003973791699900175
175,0.004180637500758167
176,0.003968296000675764
177,0.0038102208003692795
178,0.0038500834001752083
179,0.003830204099358525
180,0.003921766500207013
181,0.003976428999521886
182,0.004088270800275495
183,0.003909854100493248
184,0.0037979624001309277
185,0.004118241600008332
186,0.0053995124999346444
187,0.0037871205000556073
188,0.00391930829937337
189,0.004072491499755415
190,0.004182141499768477
191,0.0039668334004090864
192,0.0038904374992853263
193,0.0037699708005675347
194,0.004133274899868411
195,0.0042251248996763024
196,0.00402902090063435
197,0.004163566599527257
198,0.004091687700201874
199,0.003928867000286118
200,0.0037063667994516438
201,0.00376674169965554
202,0.004110804399533663
203,0.004417083400039701
204,0.0041835001000436025
205,0.0038074125001003266
206,0.0037253583992423954
207,0.003781279300164897
208,0.003805866700349725
209,0.004112033500132384
210,0.004062200099724578
211,0.004031553999448078
212,0.0038878165007190544
213,0.00393242499922053
214,0.0061644707999221286
215,0.0039133500999014355
216,0.003896329399503884
217,0.00422585819978849
218,0.0044437000004109
219,0.00404256650035677
220,0.0038688664008077467
221,0.00392185399941809
222,0.004170833399984986
223,0.0041332708999107124
224,0.004234950099271373
225,0.0041844708004646234
226,0.004041612400396843
227,0.003887245899750269
228,0.00428433350098203
229,0.004110546100855572
230,0.00393273340050655
231,0.004190841599120176
232,0.004135516800306505
233,0.004001541700927191
234,0.004139516700161039
235,0.003931596000984428
236,0.003952929399019922
237,0.004367449899655184
238,0.004313725100291777
239,0.00411805409930821
240,0.0038357706001988846
241,0.0038345873002981535
242,0.004172637600277085
243,0.004009433600367629
244,0.003804391799349105
245,0.004078904099878855
246,0.004180604200155358
247,0.0039605038989975585
248,0.003981241699875682
249,0.0038238122997427126
250,0.0037027917005616473
251,0.0041544626008544585
252,0.0038899250994290924
253,0.003934691700123949
254,0.0038754705994506365
255,0.0038712292996933685
256,0.003807399998913752
257,0.004006037500221282
258,0.0037780752001708605
259,0.0042115833995922
260,0.004092975100502372
261,0.0040143874997738745
262,0.0039187957998365166
263,0.003770175100362394
264,0.004003870899396134
265,0.0039609707993804475
266,0.004137633599384571
267,0.00433642489988415
268,0.003982341800292488
269,0.0041079043003264815
270,0.003918854099538294
271,0.004408708300252329
272,0.004087983199133305
273,0.004030799999964074
274,0.004411683500438812
275,0.004409391700392007
276,0.004139033299361472
277,0.003956062399447546
278,0.003936879100365331
279,0.003950862598867388
280,0.004152237299786065
281,0.004378658599307528
282,0.003855225099323434
283,0.003734446100133937
284,0.003801374999966356
285,0.004113004099781392
286,0.004218720800054143
287,0.004151362500488176
288,0.0039461292006308215
289,0.004268199999933131
290,0.004294337700412143
291,0.003910545899634599
292,0.00388822099994286
293,0.0039560998997330895
294,0.003886016699470929
295,0.004120037499887985
296,0.004077858300297521
297,0.0038647084005788202
298,0.004125879100320163
299,0.004258308399948873
300,0.0040320543994312175
301,0.004231841699947836
302,0.0041567166001186704
303,0.004336195900395978
304,0.004427112500707153
305,0.00403569579939358
306,0.0038556373994651947
307,0.004057291899152915
308,0.004138046099978965
309,0.004152608299773419
310,0.0040592540997749895
311,0.004115058300158125
312,0.004002637500161654
313,0.00412131649973162
314,0.004169658300452283
315,0.0039565207007399295
316,0.004379091699956916
317,0.004078791899155476
318,0.00405238340026699
