num_records,1000_records,10000_records,100000_records
1,0.0003695333996802,0.0007754459998977,0.004239099999540486
2,0.0003233124998587,0.0007110501001079,0.004005279200100631
3,0.0003288545000032,0.0007167250001657,0.004015095700378879
4,0.0003110500998445,0.000719458200001,0.003988220799874398
5,0.0003108458997303,0.0007210624002254,0.0040174041001591835
6,0.0003076375000091,0.000744529199801,0.004014471000118647
7,0.0003084958001636,0.0007740917995761,0.004059441799654451
8,0.0003045915000257,0.0007540459000665,0.004123878999052977
9,0.0002891957999963,0.0007538957001088,0.004039475000172388
10,0.0002827375998094,0.000782162500036,0.004115045799881045
11,0.0002799293000862,0.0007385543000054,0.004037416699247842
12,0.0002960830997835,0.0007218830998681,0.004014891600127158
13,0.0003096709000601,0.0007527583004048,0.004014475099938864
14,0.0003049499000553,0.0007322708999708,0.004042174900496321
15,0.0002870169004381,0.000737824999851,0.004044191900356963
16,0.000303158099814,0.0007209374996818,0.00418639979998261
17,0.000307345699548,0.0007196792003014,0.004030512399731378
18,0.0002980125002068,0.0007172748999437,0.0040960625003208405
19,0.00029072920006,0.0007191789001808,0.004000100000303064
20,0.0003130666997094,0.0007118542000171,0.003978599999572907
21,0.0002859083000657,0.0007218749000458,0.004006158200354548
22,0.0002851958999599,0.000725725000484,0.004018037599962554
23,0.0003160999996907,0.0007123500001398,0.004054979200009257
24,0.0003050958997846,0.0007147290003558,0.00409110820000933
25,0.0002941456999906,0.0007508624003094,0.004056020700045337
26,0.0002930876997197,0.0007362832999206,0.004045983500145667
27,0.0003704501003085,0.0007244581000122,0.004027858199333423
28,0.0004110251000383,0.0007304500000827,0.004047583000283339
29,0.0003664956000648,0.0007475166001313,0.003990866599633591
30,0.0003039082997929,0.0007446083000104,0.003993087399976503
31,0.0002937707000455,0.0007528792999437,0.0039871666001999985
32,0.0002945706997707,0.0007493459002944,0.004008633299963549
33,0.0002948999999716,0.0007479792000594,0.003970891699646017
34,0.0003061499002797,0.0007284167997568,0.003995491599562228
35,0.0002957001004688,0.0007270248996064,0.003979924999839568
36,0.0002868958001272,0.0007332833998589,0.003968445699683798
37,0.0002958290000606,0.0007410540996716,0.004003524800282321
38,0.0003111290998276,0.0007442293002895,0.004024195700185374
39,0.0003128915997876,0.0007483499000954,0.003977095800109964
40,0.0002906544001234,0.000748758500049,0.004004087499924936
41,0.0002981417001137,0.0007567664997623,0.003993991300012567
42,0.0003199415998096,0.0007236836003357,0.003946062399882067
43,0.0003379791996849,0.0007460832004653,0.0035910041999159146
44,0.0003156793001835,0.0007414789999529,0.003491812499851221
45,0.0003025706000698,0.0007352833003096,0.0036312207999799283
46,0.0003246457998102,0.000736108500314,0.0036982166004236204
47,0.0002893583001423,0.0007228916001622,0.0035295749001306833
48,0.0003067416000703,0.0007411331996991,0.0035309872999278015
49,0.0003105832998699,0.0007329456999286,0.003589866500260541
50,0.0002965833995403,0.0007397541003228,0.003568179200738086
51,0.0003016747999936,0.0007499043000279,0.00353793329995824
52,0.0003044875000341,0.0007234497999888,0.0035410249003689385
53,0.000306416800231,0.0007364334000158,0.0035813208998661137
54,0.0002909832999648,0.000710354000148,0.00352466669955902
55,0.0002922833000411,0.0007458623000275,0.0035273459998279577
56,0.0002871458000299,0.0007593790005557,0.0035777581002548685
57,0.0002864084004613,0.0007351496997216,0.004007708400240517
58,0.0003020914999069,0.0007272957996974,0.003832137499921373
59,0.0002943750003396,0.0007500416002585,0.003606887500609446
60,0.0003042371998162,0.0007748375997834,0.003570212500017078
61,0.0002918623000368,0.0007768665996991,0.0035614790993349745
62,0.0002886291997128,0.0008219499997721,0.0035785167005087716
63,0.0002902961003201,0.0007841333002943,0.003516887500154553
64,0.0003134001002763,0.0007652209003936,0.0035772790999544666
65,0.0003209832002539,0.0007552790997578,0.0036078459002965245
66,0.0003263124999648,0.0007395583999823,0.003626308200182393
67,0.0003383124998435,0.0007866167001338,0.0035703082005056784
