num_records,1000_records,10000_records,100000_records
1,0.0010464376000527,0.0056637292998857,0.024074479000046268
2,0.000646966700151,0.0005275082003208,0.009330754199254443
3,0.0006975334001253,0.0003200623996235,0.006932337299804203
4,0.0004061499003,0.0002740625999649,0.006098758199732402
5,0.0004060581997691,0.0002688126998691,0.005970400100341067
6,0.0003975165001975,0.0002828458000294,0.006018587300422951
7,0.0003933874002541,0.0002763832000709,0.005908083601025282
8,0.0004172124999968,0.0002741874999628,0.005924658499861834
9,0.0004140960001677,0.0002741333999438,0.005896325100547983
10,0.0004206416993838,0.0002990207000038,0.006398358300066321
11,0.0003996167997684,0.0002851790997738,0.005911283600289608
12,0.0004010251996078,0.0002754916999037,0.005660224799794378
13,0.000402608299737,0.0002843583999492,0.005629000000044471
14,0.0003884459996697,0.0002710165004828,0.005333458200766472
15,0.0003778164998948,0.0002862834002371,0.0054027957998187045
16,0.0003778874001,0.000279387699993,0.004851491699446342
17,0.0003784082002312,0.0002967959997477,0.004796695899858605
18,0.0004404541998155,0.0003077998995649,0.004175237699746504
19,0.0004170625998085,0.0002910541004894,0.004084370799319004
20,0.0004247998007485,0.0002921625000453,0.004154479200224159
21,0.0003863374999127,0.0002993667996634,0.004179720799220377
22,0.0003994123002485,0.0002959999996164,0.0038340500999765937
23,0.0004182624996246,0.000294308300181,0.003550391600947478
24,0.0003853830998195,0.0002733581999564,0.0036199498998030323
25,0.0003613374999986,0.0002938206998805,0.005102174800413195
26,0.0004105333999177,0.0002828586997566,0.003661133300556685
27,0.0005000164999728,0.0002751125000941,0.004370866700264741
28,0.0004091458002221,0.000265700100499,0.0032774874001916033
29,0.0004143292000662,0.0002724500001932,0.0030443208997894544
30,0.0004015708000224,0.0002709999003855,0.002778845900320448
31,0.0003988292002759,0.0002542791002269,0.0034118290004698792
32,0.0003628665004725,0.0002491750004992,0.002919099999780883
33,0.0003755498997634,0.0002621043000544,0.0030119832998025233
34,0.0003852832996926,0.0002580999998826,0.0015386832994408906
35,0.0003990667002653,0.0002627330997711,0.0010060999004053884
36,0.00037707090014,0.0002583250998213,0.0009021792007843033
37,0.000363462399946,0.000254812499952,0.0009312958012742456
38,0.0003617459002271,0.0002534623999963,0.000901262500701705
39,0.0004050290996019,0.0002563080999607,0.0008596915995440213
40,0.0003828582999631,0.0002665873997102,0.0008431540998572018
41,0.0003701459001604,0.0002716083003178,0.0008534998996765353
42,0.0003803626002991,0.0002706082996155,0.001213554200148792
43,0.0003883792998749,0.0002710790997298,0.0010304708004696295
44,0.0003739709000001,0.0002600417001303,0.0005919291001191595
45,0.0005281333000311,0.0002503664998585,0.0005379376005294034
46,0.0003993750002337,0.0002630168997711,0.0005140499997651204
47,0.0004058043004988,0.000258704099906,0.0005376247994718142
48,0.0004389125002489,0.0002640041999256,0.0005740459990192903
49,0.0003851792002024,0.0002595412994196,0.0005360624010791071
50,0.0004059666998728,0.0002627541000038,0.0005327916001988342
51,0.0004171459002463,0.0002665751004315,0.0005141663998074364
52,0.0003766166997593,0.0002745542000411,0.0005059415994765004
53,0.0003790877000938,0.0002660040001501,0.0005081708997749957
54,0.0003854374999718,0.0002696250998269,0.000509175000115647
55,0.0004272706000847,0.0002560374998211,0.0004962167997291545
56,0.0004083710002305,0.0002472041998771,0.0005022037999879103
57,0.0003917291000107,0.0002576415998191,0.0004987958989659091
58,0.000386329200046,0.0002600542000436,0.0005033416993683204
59,0.0003844000002573,0.0002427082999929,0.0005144084003404714
60,0.0003854835000311,0.000261404000048,0.0005405207997682737
61,0.0003856666999126,0.0002589793000879,0.0005323417000909104
62,0.0004130834005991,0.0002718040999752,0.0005007334009860642
63,0.0004477417003727,0.0002599498997369,0.0005104126004880527
64,0.0004338624998126,0.0002519083000152,0.0005072541000117781
65,0.0003906167001332,0.0002571790000729,0.0005059043003711849
66,0.0004429790998983,0.0002618499998789,0.0005053457993199117
67,0.0004160793003393,0.0002465792997099,0.0005156458002602449
