num_records,1000_records,10000_records,100000_records
1,0.0003414751996388,0.0004177873997832,0.0004739458998301416
2,0.0002710791995923,0.0002939290001449,0.00037259180026012474
3,0.0002590747997601,0.0002760208999461,0.0002912375997766503
4,0.0002508083000066,0.0003513501998895,0.00027613320053205826
5,0.0002441416003421,0.0002936330998636,0.00027685830027621703
6,0.0002446124000925,0.0002908667000156,0.00039597919985681076
7,0.0002472207001119,0.000341566699717,0.00029435820015351056
8,0.000247862300057,0.0003329333001602,0.00028276689972699386
9,0.000240495700018,0.0002688539998416,0.0002719874997637817
10,0.0002401581999947,0.0002706374001718,0.0002756208001301275
11,0.0002358082996579,0.0002693833997909,0.00024583339982200416
12,0.0002469083996402,0.0002703874999497,0.00022808309986430687
13,0.0002573667001342,0.0002693164995434,0.00023487929975090082
14,0.0002525084000808,0.0002916834004281,0.00024387920020672028
15,0.0002437664001263,0.0002869956999347,0.00022964159998082324
16,0.000242296000033,0.0003505333999783,0.00023191250002128073
17,0.0002327499001694,0.0002826043000823,0.00022964989984757266
18,0.0002488001000529,0.0002593624005385,0.0002264125001602224
19,0.0002583748999313,0.000266991600256,0.00022148740026750602
20,0.0002598625997052,0.0002823542999976,0.00022360000002663583
21,0.0002434373996948,0.0002755956002147,0.0002340458004255197
22,0.0002398331998847,0.0002631373996337,0.00022588340016227448
23,0.0002478456999597,0.0002556791996539,0.00022245839991228423
24,0.0002429332998872,0.000253866699677,0.00022553339986188802
25,0.0002387209002336,0.000258062300054,0.00028628340005525387
26,0.0002541457000916,0.000259833400014,0.00022579590040550102
27,0.0002492499002983,0.0002588418998129,0.00023501270025008125
28,0.000238862200058,0.0002744082004937,0.00030059990003792334
29,0.0002647707997311,0.0002714417001698,0.00024011259993130806
30,0.0002603539001938,0.000261891700029,0.00024212900025304406
31,0.0002551665005739,0.0002657124001416,0.00023744990012346533
32,0.0002452039998388,0.0002582625000286,0.00023451249999197898
33,0.000242579100086,0.0002567916000771,0.0002426211003694334
34,0.0002464168002916,0.000261095699534,0.00023110849997465266
35,0.0002524456998798,0.0002678917993762,0.00022385819956980413
36,0.0002610000996355,0.0003123458000118,0.00021792510015075094
37,0.0002508415998818,0.0002575958998932,0.00022147500021674205
38,0.0002453667000736,0.0002551710000261,0.00022033750010450604
39,0.0002492874997187,0.0002532875996621,0.0002261789999465691
40,0.0002554541999415,0.0002478083999449,0.00023188729992398293
41,0.0002483166001184,0.0002870375994461,0.00022503330001200084
42,0.0002439291001792,0.0002674748000572,0.00023128770044422708
43,0.0002391000003626,0.0004086623002876,0.00022539590008818777
44,0.0002300167001521,0.0002674126004421,0.00022863749982207082
45,0.000230833400019,0.0002790958002151,0.00022676650023640833
46,0.0002250331999675,0.0002845375996912,0.00022434580005210593
47,0.0002313876999323,0.0002670914996997,0.00022309589985525236
48,0.0002399041997705,0.0002735747997576,0.00022333329998218686
49,0.0002481040997736,0.0002662791999682,0.0002232416001788806
50,0.0002382001999649,0.0002698538999538,0.00022493770011351445
51,0.0002419083999484,0.0002857414998288,0.0002257875001305365
52,0.0002465417001076,0.0002664999001353,0.0002231456999652437
53,0.0002495957998689,0.0002710290002141,0.00022581670018553268
54,0.0002474291999533,0.0002809456995237,0.00022507500034407713
55,0.0002652331999343,0.0003035084999282,0.00022551669990207303
56,0.0002471832000082,0.0002869789996111,0.0002317082004083204
